DATE,LAT,LON,T2M
31-12-2020,28.5,77.5,10.78
01-01-2021,28.5,77.5,13.36
02-01-2021,28.5,77.5,13.5
03-01-2021,28.5,77.5,15.79
04-01-2021,28.5,77.5,17.43
05-01-2021,28.5,77.5,17.53
06-01-2021,28.5,77.5,16.49
07-01-2021,28.5,77.5,14.49
08-01-2021,28.5,77.5,15.48
09-01-2021,28.5,77.5,15.88
10-01-2021,28.5,77.5,12.98
11-01-2021,28.5,77.5,11
12-01-2021,28.5,77.5,11.24
13-01-2021,28.5,77.5,10.09
14-01-2021,28.5,77.5,12.06
15-01-2021,28.5,77.5,12.65
16-01-2021,28.5,77.5,10.91
17-01-2021,28.5,77.5,10.94
18-01-2021,28.5,77.5,13.73
19-01-2021,28.5,77.5,14.92
20-01-2021,28.5,77.5,13.54
21-01-2021,28.5,77.5,13.09
22-01-2021,28.5,77.5,13.32
23-01-2021,28.5,77.5,14.04
24-01-2021,28.5,77.5,12.08
25-01-2021,28.5,77.5,10.83
26-01-2021,28.5,77.5,11.92
27-01-2021,28.5,77.5,12.1
28-01-2021,28.5,77.5,11.34
29-01-2021,28.5,77.5,11.3
30-01-2021,28.5,77.5,12.1
31-01-2021,28.5,77.5,14.11
01-02-2021,28.5,77.5,15.93
02-02-2021,28.5,77.5,16.45
03-02-2021,28.5,77.5,16.25
04-02-2021,28.5,77.5,16.17
05-02-2021,28.5,77.5,14.6
06-02-2021,28.5,77.5,14.29
07-02-2021,28.5,77.5,14.51
08-02-2021,28.5,77.5,15.13
09-02-2021,28.5,77.5,17.63
10-02-2021,28.5,77.5,19.2
11-02-2021,28.5,77.5,17.5
12-02-2021,28.5,77.5,17.82
13-02-2021,28.5,77.5,18.3
14-02-2021,28.5,77.5,19.38
15-02-2021,28.5,77.5,20.37
16-02-2021,28.5,77.5,19.49
17-02-2021,28.5,77.5,18.61
18-02-2021,28.5,77.5,19.21
19-02-2021,28.5,77.5,18.24
20-02-2021,28.5,77.5,17.76
21-02-2021,28.5,77.5,18.11
22-02-2021,28.5,77.5,20.06
23-02-2021,28.5,77.5,21.89
24-02-2021,28.5,77.5,23.44
25-02-2021,28.5,77.5,23.01
26-02-2021,28.5,77.5,24.48
27-02-2021,28.5,77.5,23.97
28-02-2021,28.5,77.5,22.85
01-03-2021,28.5,77.5,21.17
02-03-2021,28.5,77.5,20.75
03-03-2021,28.5,77.5,22.65
04-03-2021,28.5,77.5,24.49
05-03-2021,28.5,77.5,23.61
06-03-2021,28.5,77.5,24.74
07-03-2021,28.5,77.5,25.6
08-03-2021,28.5,77.5,25.16
09-03-2021,28.5,77.5,26.6
10-03-2021,28.5,77.5,26.22
11-03-2021,28.5,77.5,26.39
12-03-2021,28.5,77.5,23.03
13-03-2021,28.5,77.5,24.08
14-03-2021,28.5,77.5,25.45
15-03-2021,28.5,77.5,24.98
16-03-2021,28.5,77.5,25.4
17-03-2021,28.5,77.5,26.69
18-03-2021,28.5,77.5,27.63
19-03-2021,28.5,77.5,27.88
20-03-2021,28.5,77.5,26.75
21-03-2021,28.5,77.5,27.72
22-03-2021,28.5,77.5,26.91
23-03-2021,28.5,77.5,28.01
24-03-2021,28.5,77.5,26.39
25-03-2021,28.5,77.5,24.86
26-03-2021,28.5,77.5,24.78
27-03-2021,28.5,77.5,27.17
28-03-2021,28.5,77.5,29.12
29-03-2021,28.5,77.5,30.32
30-03-2021,28.5,77.5,30.65
31-03-2021,28.5,77.5,28.56
01-04-2021,28.5,77.5,26.44
02-04-2021,28.5,77.5,25.93
03-04-2021,28.5,77.5,25.93
04-04-2021,28.5,77.5,27.35
05-04-2021,28.5,77.5,29.26
06-04-2021,28.5,77.5,30.92
07-04-2021,28.5,77.5,29.93
08-04-2021,28.5,77.5,27.87
09-04-2021,28.5,77.5,27.93
10-04-2021,28.5,77.5,28.89
11-04-2021,28.5,77.5,29.72
12-04-2021,28.5,77.5,31.11
13-04-2021,28.5,77.5,32.01
14-04-2021,28.5,77.5,32.49
15-04-2021,28.5,77.5,32.77
16-04-2021,28.5,77.5,32.81
17-04-2021,28.5,77.5,29.53
18-04-2021,28.5,77.5,29.58
19-04-2021,28.5,77.5,31.24
20-04-2021,28.5,77.5,28.68
21-04-2021,28.5,77.5,27.44
22-04-2021,28.5,77.5,27.33
23-04-2021,28.5,77.5,29.35
24-04-2021,28.5,77.5,27.47
25-04-2021,28.5,77.5,28.9
26-04-2021,28.5,77.5,31.06
27-04-2021,28.5,77.5,33.37
28-04-2021,28.5,77.5,33.97
29-04-2021,28.5,77.5,34.67
30-04-2021,28.5,77.5,34.66
01-05-2021,28.5,77.5,33.73
02-05-2021,28.5,77.5,33.6
03-05-2021,28.5,77.5,33.92
04-05-2021,28.5,77.5,34.77
05-05-2021,28.5,77.5,33.54
06-05-2021,28.5,77.5,33
07-05-2021,28.5,77.5,31.59
08-05-2021,28.5,77.5,32.11
09-05-2021,28.5,77.5,33.1
10-05-2021,28.5,77.5,34.56
11-05-2021,28.5,77.5,33.78
12-05-2021,28.5,77.5,34.07
13-05-2021,28.5,77.5,30.93
14-05-2021,28.5,77.5,31.86
15-05-2021,28.5,77.5,33.51
16-05-2021,28.5,77.5,34.12
17-05-2021,28.5,77.5,33.43
18-05-2021,28.5,77.5,30.03
19-05-2021,28.5,77.5,25.52
20-05-2021,28.5,77.5,24.92
21-05-2021,28.5,77.5,28.26
22-05-2021,28.5,77.5,29.68
23-05-2021,28.5,77.5,28.72
24-05-2021,28.5,77.5,29.25
25-05-2021,28.5,77.5,31.03
26-05-2021,28.5,77.5,32.27
27-05-2021,28.5,77.5,33.18
28-05-2021,28.5,77.5,31.76
29-05-2021,28.5,77.5,31.87
30-05-2021,28.5,77.5,32.06
31-05-2021,28.5,77.5,34.94
01-06-2021,28.5,77.5,31.43
02-06-2021,28.5,77.5,31.86
03-06-2021,28.5,77.5,32.34
04-06-2021,28.5,77.5,33.99
05-06-2021,28.5,77.5,34.33
06-06-2021,28.5,77.5,33.74
07-06-2021,28.5,77.5,34.94
08-06-2021,28.5,77.5,35.98
09-06-2021,28.5,77.5,36.69
10-06-2021,28.5,77.5,33.62
11-06-2021,28.5,77.5,32.49
12-06-2021,28.5,77.5,32.62
13-06-2021,28.5,77.5,31.91
14-06-2021,28.5,77.5,33.48
15-06-2021,28.5,77.5,32.99
16-06-2021,28.5,77.5,31.76
17-06-2021,28.5,77.5,31.67
18-06-2021,28.5,77.5,31.22
19-06-2021,28.5,77.5,29.99
20-06-2021,28.5,77.5,30.68
21-06-2021,28.5,77.5,33.08
22-06-2021,28.5,77.5,33.93
23-06-2021,28.5,77.5,34.29
24-06-2021,28.5,77.5,33.64
25-06-2021,28.5,77.5,33.49
26-06-2021,28.5,77.5,32.38
27-06-2021,28.5,77.5,33.59
28-06-2021,28.5,77.5,34.49
29-06-2021,28.5,77.5,35.78
30-06-2021,28.5,77.5,36.64
01-07-2021,28.5,77.5,37.37
02-07-2021,28.5,77.5,36.9
03-07-2021,28.5,77.5,34.4
04-07-2021,28.5,77.5,34.5
05-07-2021,28.5,77.5,35.16
06-07-2021,28.5,77.5,36.01
07-07-2021,28.5,77.5,36.92
08-07-2021,28.5,77.5,37.66
09-07-2021,28.5,77.5,35.05
10-07-2021,28.5,77.5,34.78
11-07-2021,28.5,77.5,33.34
12-07-2021,28.5,77.5,31.78
13-07-2021,28.5,77.5,29.95
14-07-2021,28.5,77.5,29.65
15-07-2021,28.5,77.5,32.16
16-07-2021,28.5,77.5,33.89
17-07-2021,28.5,77.5,34.26
18-07-2021,28.5,77.5,31.52
19-07-2021,28.5,77.5,28.47
20-07-2021,28.5,77.5,28.28
21-07-2021,28.5,77.5,28.52
22-07-2021,28.5,77.5,29.67
23-07-2021,28.5,77.5,29.43
24-07-2021,28.5,77.5,30.56
25-07-2021,28.5,77.5,31.31
26-07-2021,28.5,77.5,29.14
27-07-2021,28.5,77.5,29.39
28-07-2021,28.5,77.5,28.03
29-07-2021,28.5,77.5,28.19
30-07-2021,28.5,77.5,28.48
31-07-2021,28.5,77.5,28.85
01-08-2021,28.5,77.5,30.24
02-08-2021,28.5,77.5,29.21
03-08-2021,28.5,77.5,28.9
04-08-2021,28.5,77.5,28.51
05-08-2021,28.5,77.5,28.87
06-08-2021,28.5,77.5,29.1
07-08-2021,28.5,77.5,27.05
08-08-2021,28.5,77.5,29.42
09-08-2021,28.5,77.5,28.86
10-08-2021,28.5,77.5,29.63
11-08-2021,28.5,77.5,29
12-08-2021,28.5,77.5,29.01
13-08-2021,28.5,77.5,29.54
14-08-2021,28.5,77.5,29.78
15-08-2021,28.5,77.5,29.76
16-08-2021,28.5,77.5,29.91
17-08-2021,28.5,77.5,30.26
18-08-2021,28.5,77.5,29.63
19-08-2021,28.5,77.5,29.68
20-08-2021,28.5,77.5,26.92
21-08-2021,28.5,77.5,27.49
22-08-2021,28.5,77.5,28.43
23-08-2021,28.5,77.5,29.08
24-08-2021,28.5,77.5,28.67
25-08-2021,28.5,77.5,28.49
26-08-2021,28.5,77.5,28.58
27-08-2021,28.5,77.5,29.69
28-08-2021,28.5,77.5,29.18
29-08-2021,28.5,77.5,28.81
30-08-2021,28.5,77.5,27.74
31-08-2021,28.5,77.5,26.81
01-09-2021,28.5,77.5,26.64
02-09-2021,28.5,77.5,26.57
03-09-2021,28.5,77.5,27.1
04-09-2021,28.5,77.5,27.71
05-09-2021,28.5,77.5,28.59
06-09-2021,28.5,77.5,28.94
07-09-2021,28.5,77.5,28.53
08-09-2021,28.5,77.5,27.75
09-09-2021,28.5,77.5,27.6
10-09-2021,28.5,77.5,27.11
11-09-2021,28.5,77.5,26.53
12-09-2021,28.5,77.5,26.6
13-09-2021,28.5,77.5,27.52
14-09-2021,28.5,77.5,27.67
15-09-2021,28.5,77.5,27.14
16-09-2021,28.5,77.5,26.47
17-09-2021,28.5,77.5,25.95
18-09-2021,28.5,77.5,26.86
19-09-2021,28.5,77.5,27.72
20-09-2021,28.5,77.5,28.15
21-09-2021,28.5,77.5,28.05
22-09-2021,28.5,77.5,26.61
23-09-2021,28.5,77.5,25.67
24-09-2021,28.5,77.5,26.58
25-09-2021,28.5,77.5,27.39
26-09-2021,28.5,77.5,26.99
27-09-2021,28.5,77.5,27.3
28-09-2021,28.5,77.5,27.09
29-09-2021,28.5,77.5,26.67
30-09-2021,28.5,77.5,27.37
01-10-2021,28.5,77.5,28.28
02-10-2021,28.5,77.5,28.53
03-10-2021,28.5,77.5,28.18
04-10-2021,28.5,77.5,28.81
05-10-2021,28.5,77.5,27.6
06-10-2021,28.5,77.5,27.07
07-10-2021,28.5,77.5,25.84
08-10-2021,28.5,77.5,25.93
09-10-2021,28.5,77.5,25.68
10-10-2021,28.5,77.5,26.63
11-10-2021,28.5,77.5,26.62
12-10-2021,28.5,77.5,25.73
13-10-2021,28.5,77.5,23.86
14-10-2021,28.5,77.5,23.17
15-10-2021,28.5,77.5,25.64
16-10-2021,28.5,77.5,26.46
17-10-2021,28.5,77.5,25.63
18-10-2021,28.5,77.5,22.13
19-10-2021,28.5,77.5,22.85
20-10-2021,28.5,77.5,22.35
21-10-2021,28.5,77.5,21.38
22-10-2021,28.5,77.5,22.45
23-10-2021,28.5,77.5,22.59
24-10-2021,28.5,77.5,22.61
25-10-2021,28.5,77.5,21.66
26-10-2021,28.5,77.5,20.37
27-10-2021,28.5,77.5,19.39
28-10-2021,28.5,77.5,19.81
29-10-2021,28.5,77.5,21.45
30-10-2021,28.5,77.5,19.19
31-10-2021,28.5,77.5,20.03
01-11-2021,28.5,77.5,19.49
02-11-2021,28.5,77.5,18.56
03-11-2021,28.5,77.5,19.36
04-11-2021,28.5,77.5,19.59
05-11-2021,28.5,77.5,19.76
06-11-2021,28.5,77.5,18.05
07-11-2021,28.5,77.5,19.08
08-11-2021,28.5,77.5,18.69
09-11-2021,28.5,77.5,19.06
10-11-2021,28.5,77.5,19.68
11-11-2021,28.5,77.5,19.85
12-11-2021,28.5,77.5,18.92
13-11-2021,28.5,77.5,17.19
14-11-2021,28.5,77.5,17.43
15-11-2021,28.5,77.5,16.82
16-11-2021,28.5,77.5,15.67
17-11-2021,28.5,77.5,16.69
18-11-2021,28.5,77.5,17.34
19-11-2021,28.5,77.5,17.47
20-11-2021,28.5,77.5,15.08
21-11-2021,28.5,77.5,16.12
22-11-2021,28.5,77.5,15.58
23-11-2021,28.5,77.5,16.14
24-11-2021,28.5,77.5,16.08
25-11-2021,28.5,77.5,16.44
26-11-2021,28.5,77.5,17.1
27-11-2021,28.5,77.5,15.52
28-11-2021,28.5,77.5,17.1
29-11-2021,28.5,77.5,16.42
30-11-2021,28.5,77.5,16.12
01-12-2021,28.5,77.5,14.81
02-12-2021,28.5,77.5,14.34
03-12-2021,28.5,77.5,15.72
04-12-2021,28.5,77.5,18.05
05-12-2021,28.5,77.5,17.94
06-12-2021,28.5,77.5,17.28
07-12-2021,28.5,77.5,14.76
08-12-2021,28.5,77.5,14.8
09-12-2021,28.5,77.5,15.66
10-12-2021,28.5,77.5,14.46
11-12-2021,28.5,77.5,14.47
12-12-2021,28.5,77.5,14.87
13-12-2021,28.5,77.5,11.77
14-12-2021,28.5,77.5,13.49
15-12-2021,28.5,77.5,13.2
16-12-2021,28.5,77.5,12.44
17-12-2021,28.5,77.5,10.01
18-12-2021,28.5,77.5,8.6
19-12-2021,28.5,77.5,8.07
20-12-2021,28.5,77.5,9.78
21-12-2021,28.5,77.5,12.48
22-12-2021,28.5,77.5,13.2
23-12-2021,28.5,77.5,13.14
24-12-2021,28.5,77.5,13.41
25-12-2021,28.5,77.5,14.23
26-12-2021,28.5,77.5,13.61
27-12-2021,28.5,77.5,14.99
28-12-2021,28.5,77.5,13.85
29-12-2021,28.5,77.5,12.96
30-12-2021,28.5,77.5,10.98
31-12-2021,28.5,77.5,10.78
01-01-2022,28.5,77.5,12.15
02-01-2022,28.5,77.5,12.78
03-01-2022,28.5,77.5,13.44
04-01-2022,28.5,77.5,15.64
05-01-2022,28.5,77.5,13.32
06-01-2022,28.5,77.5,13.44
07-01-2022,28.5,77.5,14.48
08-01-2022,28.5,77.5,15.06
09-01-2022,28.5,77.5,14.3
10-01-2022,28.5,77.5,11.13
11-01-2022,28.5,77.5,10.31
12-01-2022,28.5,77.5,10.62
13-01-2022,28.5,77.5,11.99
14-01-2022,28.5,77.5,11.41
15-01-2022,28.5,77.5,10.56
16-01-2022,28.5,77.5,11.15
17-01-2022,28.5,77.5,10.84
18-01-2022,28.5,77.5,10.33
19-01-2022,28.5,77.5,10.18
20-01-2022,28.5,77.5,12.47
21-01-2022,28.5,77.5,13.34
22-01-2022,28.5,77.5,10.86
23-01-2022,28.5,77.5,11.55
24-01-2022,28.5,77.5,10.79
25-01-2022,28.5,77.5,10.33
26-01-2022,28.5,77.5,9.84
27-01-2022,28.5,77.5,10.14
28-01-2022,28.5,77.5,10.26
29-01-2022,28.5,77.5,11.43
30-01-2022,28.5,77.5,12.49
31-01-2022,28.5,77.5,14.75
01-02-2022,28.5,77.5,14.24
02-02-2022,28.5,77.5,13.05
03-02-2022,28.5,77.5,12.45
04-02-2022,28.5,77.5,11.25
05-02-2022,28.5,77.5,11.69
06-02-2022,28.5,77.5,13.08
07-02-2022,28.5,77.5,14.34
08-02-2022,28.5,77.5,16.07
09-02-2022,28.5,77.5,13.75
10-02-2022,28.5,77.5,12.93
11-02-2022,28.5,77.5,12.24
12-02-2022,28.5,77.5,13.35
13-02-2022,28.5,77.5,15.41
14-02-2022,28.5,77.5,15.48
15-02-2022,28.5,77.5,16.2
16-02-2022,28.5,77.5,16.83
17-02-2022,28.5,77.5,16.25
18-02-2022,28.5,77.5,16.78
19-02-2022,28.5,77.5,16.02
20-02-2022,28.5,77.5,15.12
21-02-2022,28.5,77.5,16.25
22-02-2022,28.5,77.5,17.03
23-02-2022,28.5,77.5,16.42
24-02-2022,28.5,77.5,17.75
25-02-2022,28.5,77.5,18.99
26-02-2022,28.5,77.5,16.99
27-02-2022,28.5,77.5,17.2
28-02-2022,28.5,77.5,16.21
01-03-2022,28.5,77.5,17.66
02-03-2022,28.5,77.5,18.97
03-03-2022,28.5,77.5,20.16
04-03-2022,28.5,77.5,19.12
05-03-2022,28.5,77.5,18.31
06-03-2022,28.5,77.5,19.58
07-03-2022,28.5,77.5,20.52
08-03-2022,28.5,77.5,21.4
09-03-2022,28.5,77.5,21.67
10-03-2022,28.5,77.5,21.67
11-03-2022,28.5,77.5,21.74
12-03-2022,28.5,77.5,21.73
13-03-2022,28.5,77.5,24.66
14-03-2022,28.5,77.5,25.7
15-03-2022,28.5,77.5,26.71
16-03-2022,28.5,77.5,26.2
17-03-2022,28.5,77.5,26.1
18-03-2022,28.5,77.5,27.38
19-03-2022,28.5,77.5,28.37
20-03-2022,28.5,77.5,29.05
21-03-2022,28.5,77.5,28.07
22-03-2022,28.5,77.5,26.86
23-03-2022,28.5,77.5,27.66
24-03-2022,28.5,77.5,27.53
25-03-2022,28.5,77.5,26.72
26-03-2022,28.5,77.5,25.96
27-03-2022,28.5,77.5,27.64
28-03-2022,28.5,77.5,29.29
29-03-2022,28.5,77.5,29.52
30-03-2022,28.5,77.5,30.09
31-03-2022,28.5,77.5,29.88
01-04-2022,28.5,77.5,28.84
02-04-2022,28.5,77.5,29.3
03-04-2022,28.5,77.5,29.76
04-04-2022,28.5,77.5,30.02
05-04-2022,28.5,77.5,29.71
06-04-2022,28.5,77.5,30.87
07-04-2022,28.5,77.5,31.83
08-04-2022,28.5,77.5,32.98
09-04-2022,28.5,77.5,33.91
10-04-2022,28.5,77.5,32.88
11-04-2022,28.5,77.5,34.06
12-04-2022,28.5,77.5,34.07
13-04-2022,28.5,77.5,32.56
14-04-2022,28.5,77.5,32.11
15-04-2022,28.5,77.5,31.62
16-04-2022,28.5,77.5,32.28
17-04-2022,28.5,77.5,32.25
18-04-2022,28.5,77.5,34
19-04-2022,28.5,77.5,35.23
20-04-2022,28.5,77.5,34.61
21-04-2022,28.5,77.5,30.59
22-04-2022,28.5,77.5,31.71
23-04-2022,28.5,77.5,32.36
24-04-2022,28.5,77.5,32.77
25-04-2022,28.5,77.5,33.71
26-04-2022,28.5,77.5,34.82
27-04-2022,28.5,77.5,34.61
28-04-2022,28.5,77.5,36.03
29-04-2022,28.5,77.5,36.52
30-04-2022,28.5,77.5,36.95
01-05-2022,28.5,77.5,35.43
02-05-2022,28.5,77.5,35.4
03-05-2022,28.5,77.5,34.72
04-05-2022,28.5,77.5,35.23
05-05-2022,28.5,77.5,32.5
06-05-2022,28.5,77.5,33.93
07-05-2022,28.5,77.5,34.53
08-05-2022,28.5,77.5,35.02
09-05-2022,28.5,77.5,34.58
10-05-2022,28.5,77.5,35.13
11-05-2022,28.5,77.5,35.96
12-05-2022,28.5,77.5,37.27
13-05-2022,28.5,77.5,37.65
14-05-2022,28.5,77.5,38.23
15-05-2022,28.5,77.5,37.89
16-05-2022,28.5,77.5,37.37
17-05-2022,28.5,77.5,36.15
18-05-2022,28.5,77.5,36.36
19-05-2022,28.5,77.5,37.47
20-05-2022,28.5,77.5,38.75
21-05-2022,28.5,77.5,35.8
22-05-2022,28.5,77.5,34.56
23-05-2022,28.5,77.5,31.15
24-05-2022,28.5,77.5,28.68
25-05-2022,28.5,77.5,30.41
26-05-2022,28.5,77.5,32.07
27-05-2022,28.5,77.5,34.04
28-05-2022,28.5,77.5,36.72
29-05-2022,28.5,77.5,34.64
30-05-2022,28.5,77.5,33.93
31-05-2022,28.5,77.5,33.67
01-06-2022,28.5,77.5,35.96
02-06-2022,28.5,77.5,36.06
03-06-2022,28.5,77.5,36.37
04-06-2022,28.5,77.5,36.8
05-06-2022,28.5,77.5,37.04
06-06-2022,28.5,77.5,37.5
07-06-2022,28.5,77.5,37.79
08-06-2022,28.5,77.5,37.05
09-06-2022,28.5,77.5,38.1
10-06-2022,28.5,77.5,37.83
11-06-2022,28.5,77.5,38.18
12-06-2022,28.5,77.5,38.44
13-06-2022,28.5,77.5,39.33
14-06-2022,28.5,77.5,38.16
15-06-2022,28.5,77.5,38.67
16-06-2022,28.5,77.5,37.78
17-06-2022,28.5,77.5,33.64
18-06-2022,28.5,77.5,31.57
19-06-2022,28.5,77.5,31.01
20-06-2022,28.5,77.5,32.74
21-06-2022,28.5,77.5,32.66
22-06-2022,28.5,77.5,33.75
23-06-2022,28.5,77.5,33.46
24-06-2022,28.5,77.5,33.24
25-06-2022,28.5,77.5,34.68
26-06-2022,28.5,77.5,35.37
27-06-2022,28.5,77.5,36.4
28-06-2022,28.5,77.5,37.84
29-06-2022,28.5,77.5,38.36
30-06-2022,28.5,77.5,30.97
01-07-2022,28.5,77.5,30.79
02-07-2022,28.5,77.5,32.3
03-07-2022,28.5,77.5,33.75
04-07-2022,28.5,77.5,34.53
05-07-2022,28.5,77.5,33.66
06-07-2022,28.5,77.5,34.57
07-07-2022,28.5,77.5,35.2
08-07-2022,28.5,77.5,36.16
09-07-2022,28.5,77.5,32.89
10-07-2022,28.5,77.5,32.35
11-07-2022,28.5,77.5,34.47
12-07-2022,28.5,77.5,33.32
13-07-2022,28.5,77.5,34.47
14-07-2022,28.5,77.5,34.35
15-07-2022,28.5,77.5,35
16-07-2022,28.5,77.5,33.12
17-07-2022,28.5,77.5,34.61
18-07-2022,28.5,77.5,35.56
19-07-2022,28.5,77.5,35.77
20-07-2022,28.5,77.5,32.27
21-07-2022,28.5,77.5,29.13
22-07-2022,28.5,77.5,31.17
23-07-2022,28.5,77.5,30.8
24-07-2022,28.5,77.5,30.8
25-07-2022,28.5,77.5,31.23
26-07-2022,28.5,77.5,30.62
27-07-2022,28.5,77.5,30.64
28-07-2022,28.5,77.5,29.7
29-07-2022,28.5,77.5,29.5
30-07-2022,28.5,77.5,29.62
31-07-2022,28.5,77.5,30.18
01-08-2022,28.5,77.5,29.86
02-08-2022,28.5,77.5,31.43
03-08-2022,28.5,77.5,31.91
04-08-2022,28.5,77.5,30.62
05-08-2022,28.5,77.5,30.23
06-08-2022,28.5,77.5,31.27
07-08-2022,28.5,77.5,28.84
08-08-2022,28.5,77.5,31.04
09-08-2022,28.5,77.5,31.63
10-08-2022,28.5,77.5,32.87
11-08-2022,28.5,77.5,30.11
12-08-2022,28.5,77.5,31.38
13-08-2022,28.5,77.5,31.8
14-08-2022,28.5,77.5,31.25
15-08-2022,28.5,77.5,29.16
16-08-2022,28.5,77.5,29.98
17-08-2022,28.5,77.5,30.54
18-08-2022,28.5,77.5,31.77
19-08-2022,28.5,77.5,31.6
20-08-2022,28.5,77.5,30.25
21-08-2022,28.5,77.5,31.2
22-08-2022,28.5,77.5,32.14
23-08-2022,28.5,77.5,31.06
24-08-2022,28.5,77.5,30.26
25-08-2022,28.5,77.5,31.33
26-08-2022,28.5,77.5,31.39
27-08-2022,28.5,77.5,31.51
28-08-2022,28.5,77.5,31.76
29-08-2022,28.5,77.5,31.79
30-08-2022,28.5,77.5,31.12
31-08-2022,28.5,77.5,32.82
