DATE,LAT,LON,T2M
01-09-2022,28.5,77.5,33.06
02-09-2022,28.5,77.5,32.32
03-09-2022,28.5,77.5,32.29
04-09-2022,28.5,77.5,33.12
05-09-2022,28.5,77.5,32.43
06-09-2022,28.5,77.5,32.52
07-09-2022,28.5,77.5,32.84
08-09-2022,28.5,77.5,32.13
09-09-2022,28.5,77.5,32.52
10-09-2022,28.5,77.5,31.58
11-09-2022,28.5,77.5,31.67
12-09-2022,28.5,77.5,31.25
13-09-2022,28.5,77.5,31.07
14-09-2022,28.5,77.5,29.87
15-09-2022,28.5,77.5,27.75
16-09-2022,28.5,77.5,26.96
17-09-2022,28.5,77.5,29.02
18-09-2022,28.5,77.5,29.32
19-09-2022,28.5,77.5,29.2
20-09-2022,28.5,77.5,29.6
21-09-2022,28.5,77.5,28.74
22-09-2022,28.5,77.5,27.68
23-09-2022,28.5,77.5,26.94
24-09-2022,28.5,77.5,26.32
25-09-2022,28.5,77.5,27.25
26-09-2022,28.5,77.5,26.52
27-09-2022,28.5,77.5,26.55
28-09-2022,28.5,77.5,27.18
29-09-2022,28.5,77.5,26.93
30-09-2022,28.5,77.5,26.49
01-10-2022,28.5,77.5,26.85
02-10-2022,28.5,77.5,26.28
03-10-2022,28.5,77.5,25.04
04-10-2022,28.5,77.5,26.22
05-10-2022,28.5,77.5,27.65
06-10-2022,28.5,77.5,25.75
07-10-2022,28.5,77.5,24.71
08-10-2022,28.5,77.5,24.6
09-10-2022,28.5,77.5,24.15
10-10-2022,28.5,77.5,24.5
11-10-2022,28.5,77.5,24.94
12-10-2022,28.5,77.5,24.09
13-10-2022,28.5,77.5,22.83
14-10-2022,28.5,77.5,22.22
15-10-2022,28.5,77.5,23.33
16-10-2022,28.5,77.5,24.21
17-10-2022,28.5,77.5,23.28
18-10-2022,28.5,77.5,23.44
19-10-2022,28.5,77.5,22.77
20-10-2022,28.5,77.5,22.7
21-10-2022,28.5,77.5,23.26
22-10-2022,28.5,77.5,22.24
23-10-2022,28.5,77.5,21.91
24-10-2022,28.5,77.5,21.03
25-10-2022,28.5,77.5,20.74
26-10-2022,28.5,77.5,22.09
27-10-2022,28.5,77.5,22.4
28-10-2022,28.5,77.5,21.98
29-10-2022,28.5,77.5,22.41
30-10-2022,28.5,77.5,21.59
31-10-2022,28.5,77.5,21.64
01-11-2022,28.5,77.5,21.38
02-11-2022,28.5,77.5,21.47
03-11-2022,28.5,77.5,21.2
04-11-2022,28.5,77.5,21.73
05-11-2022,28.5,77.5,20.5
06-11-2022,28.5,77.5,21.3
07-11-2022,28.5,77.5,22.41
08-11-2022,28.5,77.5,20.92
09-11-2022,28.5,77.5,21.43
10-11-2022,28.5,77.5,21.16
11-11-2022,28.5,77.5,18.5
12-11-2022,28.5,77.5,17.99
13-11-2022,28.5,77.5,18.45
14-11-2022,28.5,77.5,19.06
15-11-2022,28.5,77.5,19.16
16-11-2022,28.5,77.5,18
17-11-2022,28.5,77.5,16.44
18-11-2022,28.5,77.5,16.49
19-11-2022,28.5,77.5,16.82
20-11-2022,28.5,77.5,16.15
21-11-2022,28.5,77.5,16.4
22-11-2022,28.5,77.5,15.99
23-11-2022,28.5,77.5,15.54
24-11-2022,28.5,77.5,16.42
25-11-2022,28.5,77.5,17.31
26-11-2022,28.5,77.5,15.76
27-11-2022,28.5,77.5,16.13
28-11-2022,28.5,77.5,17.05
29-11-2022,28.5,77.5,17.26
30-11-2022,28.5,77.5,16.42
01-12-2022,28.5,77.5,16.42
02-12-2022,28.5,77.5,17.49
03-12-2022,28.5,77.5,17.39
04-12-2022,28.5,77.5,16.67
05-12-2022,28.5,77.5,15.57
06-12-2022,28.5,77.5,14
07-12-2022,28.5,77.5,13.56
08-12-2022,28.5,77.5,14.21
09-12-2022,28.5,77.5,16.09
10-12-2022,28.5,77.5,16.56
11-12-2022,28.5,77.5,16.66
12-12-2022,28.5,77.5,16.45
13-12-2022,28.5,77.5,16.07
14-12-2022,28.5,77.5,14.37
15-12-2022,28.5,77.5,13.24
16-12-2022,28.5,77.5,14.14
17-12-2022,28.5,77.5,14.69
18-12-2022,28.5,77.5,14.48
19-12-2022,28.5,77.5,14.11
20-12-2022,28.5,77.5,13.47
21-12-2022,28.5,77.5,13.39
22-12-2022,28.5,77.5,12.6
23-12-2022,28.5,77.5,13.02
24-12-2022,28.5,77.5,11.84
25-12-2022,28.5,77.5,10.11
26-12-2022,28.5,77.5,11.23
27-12-2022,28.5,77.5,11.67
28-12-2022,28.5,77.5,12.54
29-12-2022,28.5,77.5,14.02
30-12-2022,28.5,77.5,14.9
31-12-2022,28.5,77.5,12.67
01-01-2023,28.5,77.5,12.9
02-01-2023,28.5,77.5,12.26
03-01-2023,28.5,77.5,9.98
04-01-2023,28.5,77.5,8.57
05-01-2023,28.5,77.5,8.75
06-01-2023,28.5,77.5,8.74
07-01-2023,28.5,77.5,9.69
08-01-2023,28.5,77.5,12.35
09-01-2023,28.5,77.5,13.14
10-01-2023,28.5,77.5,12.82
11-01-2023,28.5,77.5,13.51
12-01-2023,28.5,77.5,13.82
13-01-2023,28.5,77.5,16.43
14-01-2023,28.5,77.5,12.35
15-01-2023,28.5,77.5,7.77
16-01-2023,28.5,77.5,8.92
17-01-2023,28.5,77.5,8.98
18-01-2023,28.5,77.5,9.25
19-01-2023,28.5,77.5,11.7
20-01-2023,28.5,77.5,13.01
21-01-2023,28.5,77.5,14.18
22-01-2023,28.5,77.5,15.17
23-01-2023,28.5,77.5,16.07
24-01-2023,28.5,77.5,15.89
25-01-2023,28.5,77.5,16.17
26-01-2023,28.5,77.5,14.78
27-01-2023,28.5,77.5,11.84
28-01-2023,28.5,77.5,13.1
29-01-2023,28.5,77.5,14.95
30-01-2023,28.5,77.5,13.12
31-01-2023,28.5,77.5,14.2
01-02-2023,28.5,77.5,13.03
02-02-2023,28.5,77.5,14.1
03-02-2023,28.5,77.5,15.01
04-02-2023,28.5,77.5,16.33
05-02-2023,28.5,77.5,17.03
06-02-2023,28.5,77.5,18.89
07-02-2023,28.5,77.5,17.33
08-02-2023,28.5,77.5,15.54
09-02-2023,28.5,77.5,17.4
10-02-2023,28.5,77.5,18.28
11-02-2023,28.5,77.5,18.34
12-02-2023,28.5,77.5,15.02
13-02-2023,28.5,77.5,14.46
14-02-2023,28.5,77.5,16.48
15-02-2023,28.5,77.5,18.5
16-02-2023,28.5,77.5,19.38
17-02-2023,28.5,77.5,21.16
18-02-2023,28.5,77.5,21.1
19-02-2023,28.5,77.5,22.42
20-02-2023,28.5,77.5,22.51
21-02-2023,28.5,77.5,20.51
22-02-2023,28.5,77.5,20.45
23-02-2023,28.5,77.5,19.66
24-02-2023,28.5,77.5,19.93
25-02-2023,28.5,77.5,21.51
26-02-2023,28.5,77.5,23.46
27-02-2023,28.5,77.5,23.2
28-02-2023,28.5,77.5,22.43
01-03-2023,28.5,77.5,22.61
02-03-2023,28.5,77.5,23.1
03-03-2023,28.5,77.5,23.72
04-03-2023,28.5,77.5,22.69
05-03-2023,28.5,77.5,22.69
06-03-2023,28.5,77.5,22.67
07-03-2023,28.5,77.5,23.2
08-03-2023,28.5,77.5,24.22
09-03-2023,28.5,77.5,23.56
10-03-2023,28.5,77.5,23.32
11-03-2023,28.5,77.5,24.21
12-03-2023,28.5,77.5,25.53
13-03-2023,28.5,77.5,24.72
14-03-2023,28.5,77.5,25.13
15-03-2023,28.5,77.5,26.49
16-03-2023,28.5,77.5,25.37
17-03-2023,28.5,77.5,24.25
18-03-2023,28.5,77.5,21.62
19-03-2023,28.5,77.5,23.36
20-03-2023,28.5,77.5,20.68
21-03-2023,28.5,77.5,20.28
22-03-2023,28.5,77.5,21.96
23-03-2023,28.5,77.5,23.38
24-03-2023,28.5,77.5,24.32
25-03-2023,28.5,77.5,23.57
26-03-2023,28.5,77.5,24.1
27-03-2023,28.5,77.5,22.77
28-03-2023,28.5,77.5,23.61
29-03-2023,28.5,77.5,26.11
30-03-2023,28.5,77.5,25.95
31-03-2023,28.5,77.5,21.15
01-04-2023,28.5,77.5,22.84
02-04-2023,28.5,77.5,24.2
03-04-2023,28.5,77.5,26.08
04-04-2023,28.5,77.5,24.87
05-04-2023,28.5,77.5,24.94
06-04-2023,28.5,77.5,25.28
07-04-2023,28.5,77.5,25.12
08-04-2023,28.5,77.5,24.95
09-04-2023,28.5,77.5,26.06
10-04-2023,28.5,77.5,26.28
11-04-2023,28.5,77.5,27.73
12-04-2023,28.5,77.5,29.67
13-04-2023,28.5,77.5,29.32
14-04-2023,28.5,77.5,30.25
15-04-2023,28.5,77.5,31.56
16-04-2023,28.5,77.5,32.03
17-04-2023,28.5,77.5,32.95
18-04-2023,28.5,77.5,32.3
19-04-2023,28.5,77.5,30.95
20-04-2023,28.5,77.5,30.07
21-04-2023,28.5,77.5,28.83
22-04-2023,28.5,77.5,28.12
23-04-2023,28.5,77.5,25.39
24-04-2023,28.5,77.5,26.77
25-04-2023,28.5,77.5,27.75
26-04-2023,28.5,77.5,29.53
27-04-2023,28.5,77.5,28.14
28-04-2023,28.5,77.5,28.32
29-04-2023,28.5,77.5,27.53
30-04-2023,28.5,77.5,25.92
01-05-2023,28.5,77.5,22.81
02-05-2023,28.5,77.5,23.67
03-05-2023,28.5,77.5,25.5
04-05-2023,28.5,77.5,27.78
05-05-2023,28.5,77.5,27.85
06-05-2023,28.5,77.5,29.67
07-05-2023,28.5,77.5,31.39
08-05-2023,28.5,77.5,31.34
09-05-2023,28.5,77.5,28.92
10-05-2023,28.5,77.5,28.78
11-05-2023,28.5,77.5,30.73
12-05-2023,28.5,77.5,31
13-05-2023,28.5,77.5,33
14-05-2023,28.5,77.5,34.06
15-05-2023,28.5,77.5,33.55
16-05-2023,28.5,77.5,33.41
17-05-2023,28.5,77.5,34.15
18-05-2023,28.5,77.5,31.87
19-05-2023,28.5,77.5,31.81
20-05-2023,28.5,77.5,32.92
21-05-2023,28.5,77.5,35.13
22-05-2023,28.5,77.5,35.86
23-05-2023,28.5,77.5,36.99
24-05-2023,28.5,77.5,34.53
25-05-2023,28.5,77.5,32.83
26-05-2023,28.5,77.5,29.28
27-05-2023,28.5,77.5,30.39
28-05-2023,28.5,77.5,29.96
29-05-2023,28.5,77.5,30.75
30-05-2023,28.5,77.5,30.95
31-05-2023,28.5,77.5,28.78
01-06-2023,28.5,77.5,29.85
02-06-2023,28.5,77.5,30.62
03-06-2023,28.5,77.5,31.11
04-06-2023,28.5,77.5,28.31
05-06-2023,28.5,77.5,32.41
06-06-2023,28.5,77.5,33.34
07-06-2023,28.5,77.5,33.67
08-06-2023,28.5,77.5,34.33
09-06-2023,28.5,77.5,35.76
10-06-2023,28.5,77.5,36.9
11-06-2023,28.5,77.5,36.48
12-06-2023,28.5,77.5,36.84
13-06-2023,28.5,77.5,38.15
14-06-2023,28.5,77.5,37.41
15-06-2023,28.5,77.5,35.85
16-06-2023,28.5,77.5,35.69
17-06-2023,28.5,77.5,35.92
18-06-2023,28.5,77.5,34.84
19-06-2023,28.5,77.5,34.09
20-06-2023,28.5,77.5,33.85
21-06-2023,28.5,77.5,33.7
22-06-2023,28.5,77.5,34.97
23-06-2023,28.5,77.5,35.7
24-06-2023,28.5,77.5,33.25
25-06-2023,28.5,77.5,30.18
26-06-2023,28.5,77.5,31.51
27-06-2023,28.5,77.5,31.99
28-06-2023,28.5,77.5,32.08
29-06-2023,28.5,77.5,31.34
30-06-2023,28.5,77.5,30.53
01-07-2023,28.5,77.5,30.63
02-07-2023,28.5,77.5,32.32
03-07-2023,28.5,77.5,33.95
04-07-2023,28.5,77.5,34.74
05-07-2023,28.5,77.5,32.83
06-07-2023,28.5,77.5,29.63
07-07-2023,28.5,77.5,30.36
08-07-2023,28.5,77.5,29.26
09-07-2023,28.5,77.5,29.71
10-07-2023,28.5,77.5,30.42
11-07-2023,28.5,77.5,30.64
12-07-2023,28.5,77.5,30.4
13-07-2023,28.5,77.5,29.91
14-07-2023,28.5,77.5,29.44
15-07-2023,28.5,77.5,29.23
16-07-2023,28.5,77.5,30.7
17-07-2023,28.5,77.5,31.66
18-07-2023,28.5,77.5,29.79
19-07-2023,28.5,77.5,29.57
20-07-2023,28.5,77.5,31.64
21-07-2023,28.5,77.5,31.28
22-07-2023,28.5,77.5,30.22
23-07-2023,28.5,77.5,30.04
24-07-2023,28.5,77.5,30.43
25-07-2023,28.5,77.5,30.3
26-07-2023,28.5,77.5,30.28
27-07-2023,28.5,77.5,29.08
28-07-2023,28.5,77.5,28.54
29-07-2023,28.5,77.5,29.03
30-07-2023,28.5,77.5,29.48
31-07-2023,28.5,77.5,30.09
01-08-2023,28.5,77.5,30.44
02-08-2023,28.5,77.5,30.3
03-08-2023,28.5,77.5,30.04
04-08-2023,28.5,77.5,29.47
05-08-2023,28.5,77.5,29.14
06-08-2023,28.5,77.5,29.54
07-08-2023,28.5,77.5,29.09
08-08-2023,28.5,77.5,29.18
09-08-2023,28.5,77.5,29.4
10-08-2023,28.5,77.5,29.41
11-08-2023,28.5,77.5,29.61
12-08-2023,28.5,77.5,29.26
13-08-2023,28.5,77.5,29.14
14-08-2023,28.5,77.5,27.32
15-08-2023,28.5,77.5,29
16-08-2023,28.5,77.5,29.69
17-08-2023,28.5,77.5,30.09
18-08-2023,28.5,77.5,30.16
19-08-2023,28.5,77.5,29.79
20-08-2023,28.5,77.5,30.75
21-08-2023,28.5,77.5,30.84
22-08-2023,28.5,77.5,29.98
23-08-2023,28.5,77.5,28.24
24-08-2023,28.5,77.5,28.21
25-08-2023,28.5,77.5,28.5
26-08-2023,28.5,77.5,28.9
27-08-2023,28.5,77.5,28.74
28-08-2023,28.5,77.5,29.43
29-08-2023,28.5,77.5,29.29
30-08-2023,28.5,77.5,29.1
31-08-2023,28.5,77.5,29.34
01-09-2023,28.5,77.5,29.48
02-09-2023,28.5,77.5,28.86
03-09-2023,28.5,77.5,28.73
04-09-2023,28.5,77.5,29.01
05-09-2023,28.5,77.5,29.8
06-09-2023,28.5,77.5,30.11
07-09-2023,28.5,77.5,30.38
08-09-2023,28.5,77.5,29.12
09-09-2023,28.5,77.5,27.89
10-09-2023,28.5,77.5,27.04
11-09-2023,28.5,77.5,27.48
12-09-2023,28.5,77.5,28.31
13-09-2023,28.5,77.5,29.06
14-09-2023,28.5,77.5,29.45
15-09-2023,28.5,77.5,28.93
16-09-2023,28.5,77.5,26.82
17-09-2023,28.5,77.5,26.98
18-09-2023,28.5,77.5,27.24
19-09-2023,28.5,77.5,28.35
20-09-2023,28.5,77.5,29.3
21-09-2023,28.5,77.5,29.58
22-09-2023,28.5,77.5,29.17
23-09-2023,28.5,77.5,28.81
24-09-2023,28.5,77.5,28.26
25-09-2023,28.5,77.5,28.61
26-09-2023,28.5,77.5,27.77
27-09-2023,28.5,77.5,26.75
28-09-2023,28.5,77.5,25.73
29-09-2023,28.5,77.5,25.83
30-09-2023,28.5,77.5,26.26
01-10-2023,28.5,77.5,25.55
02-10-2023,28.5,77.5,25.44
03-10-2023,28.5,77.5,24.21
04-10-2023,28.5,77.5,24.48
05-10-2023,28.5,77.5,25.43
06-10-2023,28.5,77.5,25.17
07-10-2023,28.5,77.5,26.32
08-10-2023,28.5,77.5,27.71
09-10-2023,28.5,77.5,28.38
10-10-2023,28.5,77.5,27.98
11-10-2023,28.5,77.5,25.97
12-10-2023,28.5,77.5,25.37
13-10-2023,28.5,77.5,26.34
14-10-2023,28.5,77.5,27.22
15-10-2023,28.5,77.5,26.61
16-10-2023,28.5,77.5,23.96
17-10-2023,28.5,77.5,23.67
18-10-2023,28.5,77.5,22.55
19-10-2023,28.5,77.5,22.6
20-10-2023,28.5,77.5,22.74
21-10-2023,28.5,77.5,22.61
22-10-2023,28.5,77.5,23.49
23-10-2023,28.5,77.5,23.12
24-10-2023,28.5,77.5,23.67
25-10-2023,28.5,77.5,23.59
26-10-2023,28.5,77.5,23.14
27-10-2023,28.5,77.5,23.26
28-10-2023,28.5,77.5,24.05
29-10-2023,28.5,77.5,24.41
30-10-2023,28.5,77.5,24.15
31-10-2023,28.5,77.5,24.23
01-11-2023,28.5,77.5,25.21
02-11-2023,28.5,77.5,23.52
03-11-2023,28.5,77.5,23.21
04-11-2023,28.5,77.5,23.43
05-11-2023,28.5,77.5,22.91
06-11-2023,28.5,77.5,22.99
07-11-2023,28.5,77.5,22.76
08-11-2023,28.5,77.5,22.62
09-11-2023,28.5,77.5,23.5
10-11-2023,28.5,77.5,21.76
11-11-2023,28.5,77.5,19.86
12-11-2023,28.5,77.5,19.69
13-11-2023,28.5,77.5,19.56
14-11-2023,28.5,77.5,19.23
15-11-2023,28.5,77.5,18.79
16-11-2023,28.5,77.5,20.29
17-11-2023,28.5,77.5,20.89
18-11-2023,28.5,77.5,20.1
19-11-2023,28.5,77.5,19.81
20-11-2023,28.5,77.5,19.73
21-11-2023,28.5,77.5,18.79
22-11-2023,28.5,77.5,17.72
23-11-2023,28.5,77.5,19.14
24-11-2023,28.5,77.5,18.96
25-11-2023,28.5,77.5,19.05
26-11-2023,28.5,77.5,18.74
27-11-2023,28.5,77.5,17.36
28-11-2023,28.5,77.5,18.6
29-11-2023,28.5,77.5,18.52
30-11-2023,28.5,77.5,19.59
01-12-2023,28.5,77.5,20.56
02-12-2023,28.5,77.5,18.99
03-12-2023,28.5,77.5,18.8
04-12-2023,28.5,77.5,19.11
05-12-2023,28.5,77.5,18.09
06-12-2023,28.5,77.5,18.16
07-12-2023,28.5,77.5,18.32
08-12-2023,28.5,77.5,17.01
09-12-2023,28.5,77.5,16.11
10-12-2023,28.5,77.5,15.25
11-12-2023,28.5,77.5,15.48
12-12-2023,28.5,77.5,15.92
13-12-2023,28.5,77.5,15.54
14-12-2023,28.5,77.5,14.26
15-12-2023,28.5,77.5,16.05
16-12-2023,28.5,77.5,15.46
17-12-2023,28.5,77.5,14.65
18-12-2023,28.5,77.5,13.86
19-12-2023,28.5,77.5,13.17
20-12-2023,28.5,77.5,12.97
21-12-2023,28.5,77.5,13.14
22-12-2023,28.5,77.5,14.89
23-12-2023,28.5,77.5,16.27
24-12-2023,28.5,77.5,16.72
25-12-2023,28.5,77.5,15.17
26-12-2023,28.5,77.5,15.28
27-12-2023,28.5,77.5,15.23
28-12-2023,28.5,77.5,14.45
29-12-2023,28.5,77.5,15.35
30-12-2023,28.5,77.5,14.8
31-12-2023,28.5,77.5,13.8
01-01-2024,28.5,77.5,12.19
02-01-2024,28.5,77.5,12.34
03-01-2024,28.5,77.5,13.09
04-01-2024,28.5,77.5,11.26
05-01-2024,28.5,77.5,11.51
06-01-2024,28.5,77.5,11.67
07-01-2024,28.5,77.5,11.21
08-01-2024,28.5,77.5,13.99
09-01-2024,28.5,77.5,13.13
10-01-2024,28.5,77.5,11.66
11-01-2024,28.5,77.5,10.61
12-01-2024,28.5,77.5,11.2
13-01-2024,28.5,77.5,12.81
14-01-2024,28.5,77.5,11.84
15-01-2024,28.5,77.5,11.46
16-01-2024,28.5,77.5,12.15
17-01-2024,28.5,77.5,12
18-01-2024,28.5,77.5,12.41
19-01-2024,28.5,77.5,12.52
20-01-2024,28.5,77.5,12.29
21-01-2024,28.5,77.5,11.12
22-01-2024,28.5,77.5,11.83
23-01-2024,28.5,77.5,13.07
24-01-2024,28.5,77.5,12.49
25-01-2024,28.5,77.5,12.77
26-01-2024,28.5,77.5,14.99
27-01-2024,28.5,77.5,14.78
28-01-2024,28.5,77.5,14.25
29-01-2024,28.5,77.5,15.37
30-01-2024,28.5,77.5,16.16
31-01-2024,28.5,77.5,16.08
01-02-2024,28.5,77.5,14.26
02-02-2024,28.5,77.5,13.83
03-02-2024,28.5,77.5,15.72
04-02-2024,28.5,77.5,15.03
05-02-2024,28.5,77.5,15.45
06-02-2024,28.5,77.5,12.68
07-02-2024,28.5,77.5,12.76
08-02-2024,28.5,77.5,12.51
09-02-2024,28.5,77.5,14.35
10-02-2024,28.5,77.5,15.69
11-02-2024,28.5,77.5,15.07
12-02-2024,28.5,77.5,16.91
13-02-2024,28.5,77.5,17.65
14-02-2024,28.5,77.5,16.78
15-02-2024,28.5,77.5,16.76
16-02-2024,28.5,77.5,16.74
17-02-2024,28.5,77.5,17.34
18-02-2024,28.5,77.5,19.55
19-02-2024,28.5,77.5,19.88
20-02-2024,28.5,77.5,20.6
21-02-2024,28.5,77.5,17.72
22-02-2024,28.5,77.5,17.08
23-02-2024,28.5,77.5,15.79
24-02-2024,28.5,77.5,17.01
25-02-2024,28.5,77.5,17.31
26-02-2024,28.5,77.5,18.28
27-02-2024,28.5,77.5,17.51
28-02-2024,28.5,77.5,18.15
29-02-2024,28.5,77.5,18.77
01-03-2024,28.5,77.5,22.17
02-03-2024,28.5,77.5,20.11
03-03-2024,28.5,77.5,18.56
04-03-2024,28.5,77.5,15.19
05-03-2024,28.5,77.5,14.65
06-03-2024,28.5,77.5,15.48
07-03-2024,28.5,77.5,17.8
08-03-2024,28.5,77.5,18.99
09-03-2024,28.5,77.5,18.67
10-03-2024,28.5,77.5,19.97
11-03-2024,28.5,77.5,22.55
12-03-2024,28.5,77.5,23.13
13-03-2024,28.5,77.5,23.08
14-03-2024,28.5,77.5,22.51
15-03-2024,28.5,77.5,21.98
16-03-2024,28.5,77.5,20.45
17-03-2024,28.5,77.5,21.4
18-03-2024,28.5,77.5,22.64
19-03-2024,28.5,77.5,23.29
20-03-2024,28.5,77.5,25.53
21-03-2024,28.5,77.5,21.9
22-03-2024,28.5,77.5,24.74
23-03-2024,28.5,77.5,26.75
24-03-2024,28.5,77.5,24.62
25-03-2024,28.5,77.5,25.92
26-03-2024,28.5,77.5,27.34
27-03-2024,28.5,77.5,30.05
28-03-2024,28.5,77.5,30.98
29-03-2024,28.5,77.5,31.17
30-03-2024,28.5,77.5,29.96
31-03-2024,28.5,77.5,28.6
01-04-2024,28.5,77.5,26.08
02-04-2024,28.5,77.5,26.81
03-04-2024,28.5,77.5,29.08
04-04-2024,28.5,77.5,29.96
05-04-2024,28.5,77.5,28.79
06-04-2024,28.5,77.5,27.68
07-04-2024,28.5,77.5,27.9
08-04-2024,28.5,77.5,29.41
09-04-2024,28.5,77.5,29.36
10-04-2024,28.5,77.5,30.48
11-04-2024,28.5,77.5,31.24
12-04-2024,28.5,77.5,32.24
13-04-2024,28.5,77.5,31.84
14-04-2024,28.5,77.5,30.38
15-04-2024,28.5,77.5,29.51
16-04-2024,28.5,77.5,30.15
17-04-2024,28.5,77.5,29.82
18-04-2024,28.5,77.5,31.08
19-04-2024,28.5,77.5,32.13
20-04-2024,28.5,77.5,30.83
21-04-2024,28.5,77.5,31.4
22-04-2024,28.5,77.5,31.99
23-04-2024,28.5,77.5,32.37
24-04-2024,28.5,77.5,31.17
25-04-2024,28.5,77.5,32.36
26-04-2024,28.5,77.5,33.79
27-04-2024,28.5,77.5,33.55
28-04-2024,28.5,77.5,32.18
29-04-2024,28.5,77.5,33.26
30-04-2024,28.5,77.5,30.33
01-05-2024,28.5,77.5,27.77
